uniprot	reactome	url	rxn_name	x	species	fullName	uniProtkbId
Q13464	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Rho-associated protein kinase 1	ROCK1_HUMAN
Q13546	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Receptor-interacting serine/threonine-protein kinase 1	RIPK1_HUMAN
Q13557	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	TAS	Homo sapiens	Calcium/calmodulin-dependent protein kinase type II subunit delta	KCC2D_HUMAN
Q13651	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Interleukin-10 receptor subunit alpha	I10R1_HUMAN
Q13835	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Plakophilin-1	PKP1_HUMAN
Q14289	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Protein-tyrosine kinase 2-beta	FAK2_HUMAN
Q14627	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Interleukin-13 receptor subunit alpha-2	I13R2_HUMAN
Q15109	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Advanced glycosylation end product-specific receptor	RAGE_HUMAN
Q15109	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Advanced glycosylation end product-specific receptor	RAGE_HUMAN
Q15399	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Toll-like receptor 1	TLR1_HUMAN
Q16581	R-HSA-166658	https://reactome.org/PathwayBrowser/#/R-HSA-166658	Complement cascade	TAS	Homo sapiens	C3a anaphylatoxin chemotactic receptor	C3AR_HUMAN
Q16581	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	C3a anaphylatoxin chemotactic receptor	C3AR_HUMAN
Q16623	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Syntaxin-1A	STX1A_HUMAN
Q4KMQ2	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Anoctamin-6	ANO6_HUMAN
Q53ZZ1	R-HSA-5668541	https://reactome.org/PathwayBrowser/#/R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	TAS	Homo sapiens	Tumor necrosis factor ligand superfamily member 6	Q53ZZ1_HUMAN
Q5QGZ9	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	C-type lectin domain family 12 member A	CL12A_HUMAN
Q5VWK5	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	IEA	Homo sapiens	Interleukin-23 receptor	IL23R_HUMAN
Q5VWK5	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Interleukin-23 receptor	IL23R_HUMAN
Q6PIL0	R-HSA-166658	https://reactome.org/PathwayBrowser/#/R-HSA-166658	Complement cascade	TAS	Homo sapiens		Q6PIL0_HUMAN
Q6UX06	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Olfactomedin-4	OLFM4_HUMAN
Q6ZQN7	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Solute carrier organic anion transporter family member 4C1	SO4C1_HUMAN
Q7L0Q8	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Rho-related GTP-binding protein RhoU	RHOU_HUMAN
Q7L591	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Docking protein 3	DOK3_HUMAN
Q7Z6P3	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Ras-related protein Rab-44	RAB44_HUMAN
Q86WV6	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Stimulator of interferon genes protein	STING_HUMAN
Q86XR7	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	TIR domain-containing adapter molecule 2	TCAM2_HUMAN
Q86XR7	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	TIR domain-containing adapter molecule 2	TCAM2_HUMAN
Q86Y34	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Adhesion G protein-coupled receptor G3	AGRG3_HUMAN
Q8IWA5	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Choline transporter-like protein 2	CTL2_HUMAN
Q8IWL1	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Pulmonary surfactant-associated protein A2	SFPA2_HUMAN
Q8IWL2	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Pulmonary surfactant-associated protein A1	SFTA1_HUMAN
Q8N6P7	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Interleukin-22 receptor subunit alpha-1	I22R1_HUMAN
Q8N6Q3	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	CD177 antigen	CD177_HUMAN
Q8NAC3	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Interleukin-17 receptor C	I17RC_HUMAN
Q8NET5	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	NFAT activation molecule 1	NFAM1_HUMAN
Q8NF37	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Lysophosphatidylcholine acyltransferase 1	PCAT1_HUMAN
Q8NFR9	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Interleukin-17 receptor E	I17RE_HUMAN
Q8NG11	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Tetraspanin-14	TSN14_HUMAN
Q8NHG7	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Small VCP/p97-interacting protein	SVIP_HUMAN
Q8NI17	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Interleukin-31 receptor subunit alpha	IL31R_HUMAN
Q8TDQ0	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	IEA	Homo sapiens	Hepatitis A virus cellular receptor 2	HAVR2_HUMAN
Q8TF62	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Probable phospholipid-transporting ATPase IM	AT8B4_HUMAN
Q8WTT0	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	C-type lectin domain family 4 member C	CLC4C_HUMAN
Q8WV28	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	IEA	Homo sapiens	B-cell linker protein	BLNK_HUMAN
Q8WVQ1	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Soluble calcium-activated nucleotidase 1	CANT1_HUMAN
Q8WXI8	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	C-type lectin domain family 4 member D	CLC4D_HUMAN
Q92820	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Gamma-glutamyl hydrolase	GGH_HUMAN
Q92835	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1	SHIP1_HUMAN
Q92838	R-HSA-5668541	https://reactome.org/PathwayBrowser/#/R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	TAS	Homo sapiens	Ectodysplasin-A	EDA_HUMAN
Q92956	R-HSA-5668541	https://reactome.org/PathwayBrowser/#/R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	TAS	Homo sapiens	Tumor necrosis factor receptor superfamily member 14	TNR14_HUMAN
Q93038	R-HSA-5668541	https://reactome.org/PathwayBrowser/#/R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	TAS	Homo sapiens	Tumor necrosis factor receptor superfamily member 25	TNR25_HUMAN
Q96D96	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Voltage-gated hydrogen channel 1	HVCN1_HUMAN
Q96F46	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Interleukin-17 receptor A	I17RA_HUMAN
Q99062	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Granulocyte colony-stimulating factor receptor	CSF3R_HUMAN
Q99467	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	CD180 antigen	CD180_HUMAN
Q99519	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Sialidase-1	NEUR1_HUMAN
Q99829	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Copine-1	CPNE1_HUMAN
Q9BSW2	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	EF-hand calcium-binding domain-containing protein 4B	EFC4B_HUMAN
Q9BV40	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Vesicle-associated membrane protein 8	VAMP8_HUMAN
Q9BY15	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Adhesion G protein-coupled receptor E3	AGRE3_HUMAN
Q9H0U3	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1	MAGT1_HUMAN
Q9H1K0	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Rabenosyn-5	RBNS5_HUMAN
Q9H3Z4	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	DnaJ homolog subfamily C member 5	DNJC5_HUMAN
Q9HBH0	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Rho-related GTP-binding protein RhoF	RHOF_HUMAN
Q9HC29	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Nucleotide-binding oligomerization domain-containing protein 2	NOD2_HUMAN
Q9HC29	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Nucleotide-binding oligomerization domain-containing protein 2	NOD2_HUMAN
Q9HC73	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Cytokine receptor-like factor 2	CRLF2_HUMAN
Q9HC73	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	IEA	Homo sapiens	Cytokine receptor-like factor 2	CRLF2_HUMAN
Q9NP72	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Ras-related protein Rab-18	RAB18_HUMAN
Q9NP90	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Ras-related protein Rab-9B	RAB9B_HUMAN
Q9NPA2	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Matrix metalloproteinase-25	MMP25_HUMAN
Q9NPY3	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Complement component C1q receptor	C1QR1_HUMAN
Q9NQS5	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	G-protein coupled receptor 84	GPR84_HUMAN
Q9NRM6	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Interleukin-17 receptor B	I17RB_HUMAN
Q9NV96	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Cell cycle control protein 50A	CC50A_HUMAN
Q9NX76	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	CKLF-like MARVEL transmembrane domain-containing protein 6	CKLF6_HUMAN
Q9NY25	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	C-type lectin domain family 5 member A	CLC5A_HUMAN
Q9NYA1	R-HSA-913531	https://reactome.org/PathwayBrowser/#/R-HSA-913531	Interferon Signaling	TAS	Homo sapiens	Sphingosine kinase 1	SPHK1_HUMAN
Q9NZN1	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Interleukin-1 receptor accessory protein-like 1	IRPL1_HUMAN
Q9P0L0	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Vesicle-associated membrane protein-associated protein A	VAPA_HUMAN
Q9P296	R-HSA-166658	https://reactome.org/PathwayBrowser/#/R-HSA-166658	Complement cascade	TAS	Homo sapiens	C5a anaphylatoxin chemotactic receptor 2	C5AR2_HUMAN
Q9UGN4	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	CMRF35-like molecule 8	CLM8_HUMAN
Q9UJU6	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Drebrin-like protein	DBNL_HUMAN
Q9UNG2	R-HSA-5668541	https://reactome.org/PathwayBrowser/#/R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	TAS	Homo sapiens	Tumor necrosis factor ligand superfamily member 18	TNF18_HUMAN
Q9UQC2	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	IEA	Homo sapiens	GRB2-associated-binding protein 2	GAB2_HUMAN
Q9UQC2	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	GRB2-associated-binding protein 2	GAB2_HUMAN
Q9Y239	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Nucleotide-binding oligomerization domain-containing protein 1	NOD1_HUMAN
Q9Y239	R-HSA-449147	https://reactome.org/PathwayBrowser/#/R-HSA-449147	Signaling by Interleukins	TAS	Homo sapiens	Nucleotide-binding oligomerization domain-containing protein 1	NOD1_HUMAN
Q9Y275	R-HSA-5668541	https://reactome.org/PathwayBrowser/#/R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	TAS	Homo sapiens	Tumor necrosis factor ligand superfamily member 13B	TN13B_HUMAN
Q9Y2C9	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Toll-like receptor 6	TLR6_HUMAN
Q9Y2Q0	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Phospholipid-transporting ATPase IA	AT8A1_HUMAN
Q9Y5U5	R-HSA-5668541	https://reactome.org/PathwayBrowser/#/R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	TAS	Homo sapiens	Tumor necrosis factor receptor superfamily member 18	TNR18_HUMAN
Q9Y6Q6	R-HSA-5668541	https://reactome.org/PathwayBrowser/#/R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	TAS	Homo sapiens	Tumor necrosis factor receptor superfamily member 11A	TNR11_HUMAN
Q9Y6X5	R-HSA-6798695	https://reactome.org/PathwayBrowser/#/R-HSA-6798695	Neutrophil degranulation	TAS	Homo sapiens	Bis(5'-adenosyl)-triphosphatase ENPP4	ENPP4_HUMAN
Q9Y6Y9	R-HSA-168898	https://reactome.org/PathwayBrowser/#/R-HSA-168898	Toll-like Receptor Cascades	TAS	Homo sapiens	Lymphocyte antigen 96	LY96_HUMAN
